region	chr	midPos	Nsites
(1057,1521)(360267,368455)(350000,400000)	JASDQU010101659.1	375000	466	0.038319
(1522,1531)(433653,433669)(400000,450000)	JASDQU010101659.1	425000	11	0.165292
(1532,1983)(476530,477003)(450000,500000)	JASDQU010101659.1	475000	453	0.000507
(1984,2336)(520129,520496)(500000,550000)	JASDQU010101659.1	525000	354	0.115384
(102,751)(403674,439994)(400000,450000)	JASDQU010101667.1	425000	651	0.043484
(752,920)(556865,590264)(550000,600000)	JASDQU010101667.1	575000	170	0.102784
(921,1383)(608969,617666)(600000,650000)	JASDQU010101667.1	625000	464	0.011333
(1384,2643)(901335,904173)(900000,950000)	JASDQU010101667.1	925000	1261	0.019199
(1207,1500)(411932,412430)(400000,450000)	JASDQU010101677.1	425000	295	0.080763
(37,835)(537648,538513)(500000,550000)	JASDQU010101678.1	525000	800	0.016676
(15,1044)(101621,138818)(100000,150000)	JASDQU010101687.1	125000	1031	0.575264
(1045,1165)(194097,194307)(150000,200000)	JASDQU010101687.1	175000	122	0.490019
(62,185)(392836,392966)(350000,400000)	JASDQU010101688.1	375000	125	0.079837
(186,2431)(418515,448467)(400000,450000)	JASDQU010101688.1	425000	2247	0.584087
(2432,2587)(477900,478055)(450000,500000)	JASDQU010101688.1	475000	157	0.044018
(2588,2986)(623242,623900)(600000,650000)	JASDQU010101688.1	625000	400	0.016953
(550,880)(369764,370096)(350000,400000)	JASDQU010101698.1	375000	332	0.048080
(2252,7264)(356361,362469)(350000,400000)	JASDQU010101717.1	375000	5014	0.851189
(7265,7584)(590711,591138)(550000,600000)	JASDQU010101717.1	575000	321	0.038384
(7585,8081)(638439,639103)(600000,650000)	JASDQU010101717.1	625000	498	0.036550
(787,806)(86087,86150)(50000,100000)	JASDQU010101718.1	75000	21	0.052935
(807,946)(100813,100955)(100000,150000)	JASDQU010101718.1	125000	141	0.050330
(947,1492)(450016,450562)(450000,500000)	JASDQU010101718.1	475000	547	0.301382
(1493,1674)(549770,549999)(500000,550000)	JASDQU010101718.1	525000	183	0.844219
(160,294)(326137,326271)(300000,350000)	JASDQU010101719.1	325000	136	0.044799
(295,1133)(439574,449976)(400000,450000)	JASDQU010101719.1	425000	840	0.770269
(149,278)(94323,94452)(50000,100000)	JASDQU010101720.1	75000	131	0.042961
(139,606)(126588,127117)(100000,150000)	JASDQU010101721.1	125000	469	0.183145
(127,625)(86157,86682)(50000,100000)	JASDQU010101722.1	75000	500	0.462654
(2298,6490)(272236,299090)(250000,300000)	JASDQU010101725.1	275000	4194	0.510068
(352,2032)(245523,248272)(200000,250000)	JASDQU010101727.1	225000	1682	0.139453
(2033,2848)(262142,278663)(250000,300000)	JASDQU010101727.1	275000	817	0.059816
(127,654)(590662,591189)(550000,600000)	JASDQU010101734.1	575000	529	0.875760
(2742,4583)(250000,251912)(250000,300000)	JASDQU010101742.1	275000	1843	0.038500
(719,2123)(91658,93254)(50000,100000)	JASDQU010101752.1	75000	1406	0.507277
(2124,3058)(270398,271384)(250000,300000)	JASDQU010101752.1	275000	936	0.297796
(3059,3479)(349100,349999)(300000,350000)	JASDQU010101752.1	325000	422	0.076075
(128,167)(135230,135270)(100000,150000)	JASDQU010101753.1	125000	41	0.069484
(1660,2467)(366071,367511)(350000,400000)	JASDQU010101758.1	375000	809	0.045527
(2468,2680)(692221,692458)(650000,700000)	JASDQU010101758.1	675000	214	0.069494
(46,312)(237722,238084)(200000,250000)	JASDQU010101760.1	225000	268	0.766800
(313,487)(272949,273496)(250000,300000)	JASDQU010101760.1	275000	176	0.229360
(488,606)(344917,345051)(300000,350000)	JASDQU010101760.1	325000	120	0.242294
(177,1868)(668430,673291)(650000,700000)	JASDQU010101761.1	675000	1693	0.230216
(1869,3253)(828123,834346)(800000,850000)	JASDQU010101761.1	825000	1386	0.056761
(323,2485)(494898,499043)(450000,500000)	JASDQU010101762.1	475000	2164	0.598148
(2486,2538)(565055,591055)(550000,600000)	JASDQU010101762.1	575000	54	0.108674
(2539,3840)(771207,772524)(750000,800000)	JASDQU010101762.1	775000	1303	0.545557
(370,1010)(413415,414140)(400000,450000)	JASDQU010101763.1	425000	642	0.043678
(247,669)(164432,164911)(150000,200000)	JASDQU010101768.1	175000	424	0.405360
(293,538)(396654,397001)(350000,400000)	JASDQU010101772.1	375000	247	0.241969
(53,1098)(114528,116827)(100000,150000)	JASDQU010101773.1	125000	1047	0.728580
(1099,1182)(239114,239197)(200000,250000)	JASDQU010101773.1	225000	85	0.285139
(2458,4996)(500237,507212)(500000,550000)	JASDQU010101783.1	525000	2540	0.730629
(520,1059)(645791,646342)(600000,650000)	JASDQU010101786.1	625000	541	0.238677
(410,1744)(72504,81345)(50000,100000)	JASDQU010101788.1	75000	1336	0.276742
(1745,2230)(190498,191273)(150000,200000)	JASDQU010101788.1	175000	487	0.828309
(2231,2389)(277646,277886)(250000,300000)	JASDQU010101788.1	275000	160	0.356239
(2390,3359)(340445,349460)(300000,350000)	JASDQU010101788.1	325000	971	0.048885
(49,325)(383870,384269)(350000,400000)	JASDQU010101794.1	375000	278	0.051285
(326,559)(502618,503012)(500000,550000)	JASDQU010101794.1	525000	235	0.076295
(560,1763)(550838,552070)(550000,600000)	JASDQU010101794.1	575000	1205	0.250414
(1020,1114)(191194,191297)(150000,200000)	JASDQU010101808.1	175000	96	0.086031
(1115,1290)(382170,382449)(350000,400000)	JASDQU010101808.1	375000	177	0.066863
(1291,2124)(502051,503548)(500000,550000)	JASDQU010101808.1	525000	835	0.685756
(2125,2497)(699194,699886)(650000,700000)	JASDQU010101808.1	675000	374	0.023227
(2498,6498)(741885,749701)(700000,750000)	JASDQU010101808.1	725000	4002	0.242081
(87,718)(169453,170093)(150000,200000)	JASDQU010101821.1	175000	633	0.025307
(719,3775)(251318,297862)(250000,300000)	JASDQU010101821.1	275000	3058	0.060726
(3776,5051)(412915,442536)(400000,450000)	JASDQU010101821.1	425000	1277	0.057180
(794,1871)(845130,846313)(800000,850000)	JASDQU010101823.1	825000	1079	0.015648
(131,532)(405232,405951)(400000,450000)	JASDQU010101825.1	425000	403	0.015640
(7527,11093)(56816,62924)(50000,100000)	JASDQU010101829.1	75000	3568	0.322715
(11094,11388)(313619,314034)(300000,350000)	JASDQU010101829.1	325000	296	0.603536
(11389,12329)(357594,372528)(350000,400000)	JASDQU010101829.1	375000	942	0.330587
(12330,12991)(537890,541986)(500000,550000)	JASDQU010101829.1	525000	663	0.064635
(12992,13011)(577341,577371)(550000,600000)	JASDQU010101829.1	575000	21	0.045125
(13012,13433)(626595,627056)(600000,650000)	JASDQU010101829.1	625000	423	0.078326
(13434,16374)(838405,843324)(800000,850000)	JASDQU010101829.1	825000	2942	0.303803
(449,2093)(302058,335091)(300000,350000)	JASDQU010101830.1	325000	1646	0.319335
(3658,3811)(340611,340841)(300000,350000)	JASDQU010101834.1	325000	155	0.015829
(3812,3824)(472458,472470)(450000,500000)	JASDQU010101834.1	475000	14	0.048065
(1402,1564)(131583,131761)(100000,150000)	JASDQU010101839.1	125000	164	0.493958
(1565,2109)(161449,162021)(150000,200000)	JASDQU010101839.1	175000	546	0.724146
(2110,2314)(279636,279986)(250000,300000)	JASDQU010101839.1	275000	206	0.052498
(2315,3540)(392641,393903)(350000,400000)	JASDQU010101839.1	375000	1227	0.237260
(804,909)(98689,98804)(50000,100000)	JASDQU010101848.1	75000	107	0.048992
(907,1374)(272291,299999)(250000,300000)	JASDQU010101862.1	275000	469	0.068477
(195,231)(226411,226496)(200000,250000)	JASDQU010101864.1	225000	38	0.013007
(232,918)(477103,477803)(450000,500000)	JASDQU010101864.1	475000	688	0.228247
(293,313)(249979,249999)(200000,250000)	JASDQU010101865.1	225000	22	0.045274
(314,379)(250000,250066)(250000,300000)	JASDQU010101865.1	275000	67	0.053400
(103,877)(270385,271230)(250000,300000)	JASDQU010101867.1	275000	776	0.277721
(257,355)(227685,227793)(200000,250000)	JASDQU010101870.1	225000	100	0.050963
(510,867)(82578,82939)(50000,100000)	JASDQU010101878.1	75000	359	0.011057
(7792,8521)(344128,344864)(300000,350000)	JASDQU010101879.1	325000	731	0.263976
(80,94)(110798,110813)(100000,150000)	JASDQU010101884.1	125000	16	0.042280
(95,546)(195037,195621)(150000,200000)	JASDQU010101884.1	175000	453	0.020319
(547,937)(248374,248783)(200000,250000)	JASDQU010101884.1	225000	392	0.266570
(938,1351)(281594,282031)(250000,300000)	JASDQU010101884.1	275000	415	0.030142
(1065,1702)(316139,332271)(300000,350000)	JASDQU010101893.1	325000	639	0.057186
(113,372)(246555,246910)(200000,250000)	JASDQU010101904.1	225000	261	0.755018
(373,608)(306857,307166)(300000,350000)	JASDQU010101904.1	325000	237	0.049883
(609,2402)(356134,359990)(350000,400000)	JASDQU010101904.1	375000	1795	0.198511
(2403,3872)(637355,640085)(600000,650000)	JASDQU010101904.1	625000	1471	0.396011
(1171,1177)(88830,88845)(50000,100000)	JASDQU010101917.1	75000	8	0.106336
(244,376)(73539,73677)(50000,100000)	JASDQU010101930.1	75000	134	0.095670
(295,1514)(51796,96616)(50000,100000)	JASDQU010101931.1	75000	1221	0.057545
(1515,2145)(400000,400650)(400000,450000)	JASDQU010101944.1	425000	632	0.142515
(1010,1574)(73486,74104)(50000,100000)	JASDQU010101952.1	75000	566	0.142764
(116,399)(110210,110528)(100000,150000)	JASDQU010101958.1	125000	285	0.297495
(400,1425)(225919,227004)(200000,250000)	JASDQU010101958.1	225000	1027	0.454420
(332,3137)(283326,286185)(250000,300000)	JASDQU010101964.1	275000	2807	0.265012
(77,238)(146578,146764)(100000,150000)	JASDQU010101968.1	125000	163	0.309974
(239,1343)(245243,247271)(200000,250000)	JASDQU010101968.1	225000	1106	0.241688
(1344,1929)(270776,274071)(250000,300000)	JASDQU010101968.1	275000	587	0.437943
(1930,1943)(341799,341826)(300000,350000)	JASDQU010101968.1	325000	15	0.073009
(1944,2072)(602264,602402)(600000,650000)	JASDQU010101968.1	625000	130	0.647570
(24,30)(261392,261399)(250000,300000)	JASDQU010101974.1	275000	8	0.089680
(31,484)(305485,305946)(300000,350000)	JASDQU010101974.1	325000	455	0.014444
(485,2257)(350361,353105)(350000,400000)	JASDQU010101974.1	375000	1774	0.482582
(259,367)(95132,95337)(50000,100000)	JASDQU010101980.1	75000	110	0.020932
(838,1521)(231651,248242)(200000,250000)	JASDQU010101985.1	225000	685	0.310901
(1419,1517)(96270,96371)(50000,100000)	JASDQU010101990.1	75000	100	0.079565
(1518,2544)(120658,126811)(100000,150000)	JASDQU010101990.1	125000	1028	0.037337
(2620,2806)(462798,463059)(450000,500000)	JASDQU010101999.1	475000	188	0.032387
(657,786)(249298,249430)(200000,250000)	JASDQU010102011.1	225000	131	0.069665
(787,1038)(502421,502729)(500000,550000)	JASDQU010102011.1	525000	253	0.250062
(28,44)(447144,447168)(400000,450000)	JASDQU010102014.1	425000	18	0.073524
(45,58)(689664,689680)(650000,700000)	JASDQU010102014.1	675000	15	0.108493
(59,589)(729760,730293)(700000,750000)	JASDQU010102014.1	725000	532	0.013555
(590,666)(802100,802178)(800000,850000)	JASDQU010102014.1	825000	78	0.062571
(76,2329)(65618,83783)(50000,100000)	JASDQU010102017.1	75000	2255	0.182858
(321,1541)(347623,348915)(300000,350000)	JASDQU010102020.1	325000	1222	0.480721
(1542,5419)(372825,379865)(350000,400000)	JASDQU010102020.1	375000	3879	0.462664
(382,1016)(439107,439765)(400000,450000)	JASDQU010102025.1	425000	636	0.492471
(1017,1443)(454787,455214)(450000,500000)	JASDQU010102025.1	475000	428	0.290784
(1647,1718)(184542,184623)(150000,200000)	JASDQU010102027.1	175000	73	0.154453
(377,2279)(172202,176566)(150000,200000)	JASDQU010102033.1	175000	1904	0.659173
(22,914)(116171,148122)(100000,150000)	JASDQU010102039.1	125000	894	0.604770
(915,4482)(153271,156851)(150000,200000)	JASDQU010102039.1	175000	3569	0.187024
(246,1201)(351423,354071)(350000,400000)	JASDQU010102053.1	375000	957	0.216403
(505,1507)(56208,81560)(50000,100000)	JASDQU010102070.1	75000	1004	0.031471
(1508,1511)(289019,289024)(250000,300000)	JASDQU010102070.1	275000	5	0.026044
(436,1021)(239123,240061)(200000,250000)	JASDQU010102073.1	225000	587	0.118983
(409,637)(441975,442236)(400000,450000)	JASDQU010102074.1	425000	230	0.047735
(1590,1989)(201178,201623)(200000,250000)	JASDQU010102075.1	225000	401	0.007031
(1590,1698)(101958,102077)(100000,150000)	JASDQU010102078.1	125000	110	0.006855
(1699,2351)(225936,226633)(200000,250000)	JASDQU010102078.1	225000	654	0.187179
(173,1144)(154188,155165)(150000,200000)	JASDQU010102080.1	175000	973	0.466146
(1145,2407)(283000,284269)(250000,300000)	JASDQU010102080.1	275000	1264	0.346952
(799,1301)(260764,261358)(250000,300000)	JASDQU010102083.1	275000	504	0.575177
(201,721)(50107,50699)(50000,100000)	JASDQU010102086.1	75000	522	0.022463
(722,903)(126835,129596)(100000,150000)	JASDQU010102086.1	125000	183	0.043450
(904,1465)(254550,255113)(250000,300000)	JASDQU010102086.1	275000	563	0.055932
(1466,2237)(359264,360560)(350000,400000)	JASDQU010102086.1	375000	773	0.581506
(2238,2905)(424746,425471)(400000,450000)	JASDQU010102086.1	425000	669	0.341803
(357,1009)(283982,284639)(250000,300000)	JASDQU010102088.1	275000	654	0.230810
(298,508)(190573,190787)(150000,200000)	JASDQU010102093.1	175000	212	-0.002437
(509,623)(248726,248841)(200000,250000)	JASDQU010102093.1	225000	116	0.037817
(624,953)(285173,285895)(250000,300000)	JASDQU010102093.1	275000	331	0.025535
(261,330)(173715,173786)(150000,200000)	JASDQU010102108.1	175000	71	0.026830
(331,357)(226339,226375)(200000,250000)	JASDQU010102108.1	225000	28	-0.010314
(119,504)(215622,216035)(200000,250000)	JASDQU010102119.1	225000	387	0.411402
(505,1022)(578066,578621)(550000,600000)	JASDQU010102119.1	575000	519	0.284490
(352,1075)(54607,55499)(50000,100000)	JASDQU010102122.1	75000	725	0.239851
(1076,1712)(104336,105081)(100000,150000)	JASDQU010102122.1	125000	638	0.441852
(1713,1880)(198170,198609)(150000,200000)	JASDQU010102122.1	175000	169	0.075171
(560,1017)(100773,101230)(100000,150000)	JASDQU010102127.1	125000	459	0.007758
(1018,1937)(173206,183848)(150000,200000)	JASDQU010102127.1	175000	921	0.396167
(643,1366)(389028,390221)(350000,400000)	JASDQU010102148.1	375000	725	0.827369
(108,725)(179881,180555)(150000,200000)	JASDQU010102151.1	175000	619	0.049490
(561,773)(63883,64096)(50000,100000)	JASDQU010102157.1	75000	214	0.025571
(1821,2858)(192141,193408)(150000,200000)	JASDQU010102163.1	175000	1039	0.256452
(2859,7760)(220457,243272)(200000,250000)	JASDQU010102163.1	225000	4903	0.442057
(4,11)(150779,150789)(150000,200000)	JASDQU010102166.1	175000	9	0.009500
(12,151)(239544,239687)(200000,250000)	JASDQU010102166.1	225000	141	0.019297
(152,646)(365499,366568)(350000,400000)	JASDQU010102166.1	375000	496	0.351934
(17,1200)(100000,126299)(100000,150000)	JASDQU010102174.1	125000	1185	0.134073
(845,961)(144661,144781)(100000,150000)	JASDQU010102178.1	125000	118	0.043843
(962,978)(281909,281937)(250000,300000)	JASDQU010102178.1	275000	18	0.074828
(1207,4844)(130152,133851)(100000,150000)	JASDQU010102187.1	125000	3639	0.607008
(107,246)(265470,265609)(250000,300000)	JASDQU010102198.1	275000	141	0.046195
(247,595)(418892,421425)(400000,450000)	JASDQU010102198.1	425000	350	0.020582
(596,834)(473492,473867)(450000,500000)	JASDQU010102198.1	475000	240	0.032898
(704,779)(286893,286970)(250000,300000)	JASDQU010102200.1	275000	77	0.185482
(233,1011)(106121,106902)(100000,150000)	JASDQU010102206.1	125000	780	0.032444
(704,4127)(284311,295065)(250000,300000)	JASDQU010102216.1	275000	3425	0.561125
(308,1296)(283405,284632)(250000,300000)	JASDQU010102218.1	275000	990	0.421162
(2876,3760)(132396,133280)(100000,150000)	JASDQU010102234.1	125000	886	0.013795
(3761,4855)(152537,153719)(150000,200000)	JASDQU010102234.1	175000	1096	0.220572
(378,489)(108684,108812)(100000,150000)	JASDQU010102250.1	125000	113	0.140933
(294,2619)(290570,298782)(250000,300000)	JASDQU010102255.1	275000	2327	0.327009
(182,979)(432809,433667)(400000,450000)	JASDQU010102259.1	425000	799	0.782404
(980,1158)(490142,490324)(450000,500000)	JASDQU010102259.1	475000	180	0.055310
(1159,1437)(505819,527899)(500000,550000)	JASDQU010102259.1	525000	280	0.130019
(1438,2432)(550814,564768)(550000,600000)	JASDQU010102259.1	575000	996	0.274676
(190,1212)(133098,134528)(100000,150000)	JASDQU010102260.1	125000	1024	0.348368
(106,1527)(151449,153294)(150000,200000)	JASDQU010102262.1	175000	1423	0.430115
(772,899)(142883,143014)(100000,150000)	JASDQU010102263.1	125000	129	0.149673
(454,4348)(341267,346122)(300000,350000)	JASDQU010102278.1	325000	3896	0.584517
(78,508)(228318,228750)(200000,250000)	JASDQU010102281.1	225000	432	0.014353
(149,157)(243453,243461)(200000,250000)	JASDQU010102282.1	225000	10	0.042387
(1850,5188)(366997,373801)(350000,400000)	JASDQU010102292.1	375000	3340	0.413053
(123,450)(294094,294428)(250000,300000)	JASDQU010102294.1	275000	329	0.042047
(451,5558)(336223,347026)(300000,350000)	JASDQU010102294.1	325000	5109	0.350712
(2615,2619)(193343,193347)(150000,200000)	JASDQU010102299.1	175000	6	0.046162
(2620,4351)(291836,294101)(250000,300000)	JASDQU010102299.1	275000	1733	0.144465
(91,3180)(141578,148989)(100000,150000)	JASDQU010102306.1	125000	3091	0.428251
(1040,1576)(309763,311031)(300000,350000)	JASDQU010102310.1	325000	538	0.229837
(523,875)(250000,250358)(250000,300000)	JASDQU010102311.1	275000	354	0.355434
(739,2547)(210912,215830)(200000,250000)	JASDQU010102319.1	225000	1810	0.575070
(1607,1822)(261842,262207)(250000,300000)	JASDQU010102323.1	275000	217	0.021251
(1477,2463)(124559,128145)(100000,150000)	JASDQU010102339.1	125000	988	0.224033
(110,1322)(609599,622435)(600000,650000)	JASDQU010102344.1	625000	1214	0.130689
(1161,1462)(67627,67928)(50000,100000)	JASDQU010102345.1	75000	303	0.023548
(635,731)(262579,262680)(250000,300000)	JASDQU010102351.1	275000	98	0.084948
(1087,1109)(76648,76686)(50000,100000)	JASDQU010102356.1	75000	24	0.196330
(387,388)(107653,107661)(100000,150000)	JASDQU010102357.1	125000	3	0.050065
(960,1559)(151694,179389)(150000,200000)	JASDQU010102359.1	175000	601	0.360036
(418,1907)(380662,382300)(350000,400000)	JASDQU010102370.1	375000	1491	0.408025
(20,657)(90950,92358)(50000,100000)	JASDQU010102379.1	75000	639	0.168109
(611,3487)(54427,70250)(50000,100000)	JASDQU010102385.1	75000	2878	0.781705
(746,923)(107392,107592)(100000,150000)	JASDQU010102386.1	125000	179	0.054352
(924,2994)(174502,181728)(150000,200000)	JASDQU010102386.1	175000	2072	0.446689
(1582,4353)(200000,216335)(200000,250000)	JASDQU010102390.1	225000	2773	0.467270
(3455,3459)(210808,210816)(200000,250000)	JASDQU010102392.1	225000	6	0.053150
(3460,3495)(283891,283930)(250000,300000)	JASDQU010102392.1	275000	37	-0.024048
(8,714)(167929,168646)(150000,200000)	JASDQU010102395.1	175000	708	0.745534
(715,973)(293859,294209)(250000,300000)	JASDQU010102395.1	275000	260	0.035518
(433,2636)(121592,138022)(100000,150000)	JASDQU010102396.1	125000	2205	0.749570
(55,815)(98744,99999)(50000,100000)	JASDQU010102400.1	75000	762	0.475014
(816,1091)(100000,100284)(100000,150000)	JASDQU010102400.1	125000	277	0.617063
(1092,1334)(272042,290494)(250000,300000)	JASDQU010102400.1	275000	244	0.342615
(515,1965)(69007,70476)(50000,100000)	JASDQU010102403.1	75000	1452	0.397117
(463,1341)(178930,179895)(150000,200000)	JASDQU010102409.1	175000	880	0.187133
(524,1669)(197965,199999)(150000,200000)	JASDQU010102410.1	175000	1147	0.647706
(4285,4662)(50000,53955)(50000,100000)	JASDQU010102421.1	75000	379	0.218494
(4663,5555)(480208,481159)(450000,500000)	JASDQU010102421.1	475000	894	0.164692
(414,2996)(425779,428500)(400000,450000)	JASDQU010102426.1	425000	2584	0.192889
(486,625)(123824,123963)(100000,150000)	JASDQU010102428.1	125000	141	0.051522
(626,1698)(244562,245822)(200000,250000)	JASDQU010102428.1	225000	1074	0.162557
